title_x,author(s)_x,average_rating_x,isbn13,language_code_x,num_pages_x,ratings_count_x,text_reviews_count_x,publication_date_x,publisher_x,title_y,author(s)_y,average_rating_y,language_code_y,num_pages_y,ratings_count_y,text_reviews_count_y,publication_date_y,publisher_y,genres
ancient rome and pompeii (magic tree house research guide  #14),mary pope osborne/natalie pope boyce/salvatore murdocca,4.07,9780375832208,eng,128,659,30,4/25/2006,Random House for Young Readers,Ancient Rome and Pompeii (Magic Tree House Research Guide  #14),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.07,eng,128.0,659.0,30.0,4/25/2006,Random House for Young Readers,[]
haunted castle on hallows eve (magic tree house #30),mary pope osborne/salvatore murdocca,4.04,9781400091058,eng,0,7,0,8/10/2004,Listening Library (Audio),Haunted Castle on Hallows Eve (Magic Tree House #30),Mary Pope Osborne/Salvatore Murdocca,4.04,eng,0.0,7.0,0.0,8/10/2004,Listening Library (Audio),"['fiction', 'magic', 'time travel', 'halloween']"
earthquake in the early morning (magic tree house  #24),mary pope osborne/salvatore murdocca,3.94,9780679890706,eng,96,6816,227,6/15/2010,Random House for Young Readers,Earthquake in the Early Morning (Magic Tree House  #24),Mary Pope Osborne/Salvatore Murdocca,3.94,eng,96.0,6816.0,227.0,6/15/2010,Random House for Young Readers,"['fiction', 'magic', 'time travel']"
e.e. cummings: complete poems 1904-1962 (revised  corrected  and expanded edition),e.e. cummings/george j. firmage,4.35,9780871401526,eng,1136,19542,184,4/17/1994,Liveright/W.W. Norton & Company  Inc.,E.E. Cummings: Complete Poems 1904-1962 (Revised  Corrected  and Expanded Edition),E.E. Cummings/George J. Firmage,4.35,eng,1136.0,19542.0,184.0,4/17/1994,Liveright/W.W. Norton & Company  Inc.,['poetry']
selected poems,e.e. cummings/richard s. kennedy,4.22,9780871401540,eng,208,12438,264,8/17/2007,Liveright,Selected Poems,E.E. Cummings/Richard S. Kennedy,4.22,eng,208.0,12438.0,264.0,8/17/2007,Liveright,['poetry']
tulips & chimneys,e.e. cummings/richard s. kennedy,4.38,9780871401656,eng,208,1206,49,8/17/1996,Liveright Publishing Corp.,Tulips & Chimneys,E.E. Cummings/Richard S. Kennedy,4.38,eng,208.0,1206.0,49.0,8/17/1996,Liveright Publishing Corp.,[]
kokopelli: the magic  mirth  and mischief of an ancient symbol,dennis slifer/r. carlos nakai,3.69,9781423601746,eng,240,19,4,4/5/2007,Gibbs Smith,Kokopelli: The Magic  Mirth  and Mischief of an Ancient Symbol,Dennis Slifer/R. Carlos Nakai,3.69,eng,240.0,19.0,4.0,4/5/2007,Gibbs Smith,['folklore']
the coal tattoo,silas house,4.04,9780345480057,eng,368,1789,144,8/30/2005,Ballantine Books,The Coal Tattoo,Silas House,4.04,eng,368.0,1789.0,144.0,8/30/2005,Ballantine Books,[]
clay's quilt,silas house,3.95,9780345450692,eng,320,2685,235,2/26/2002,Ballantine Books,Clay's Quilt,Silas House,3.95,eng,320.0,2685.0,235.0,2/26/2002,Ballantine Books,['fiction']
things pondered: from the heart of a lesser woman,beth moore,4.09,9780805427318,en-US,160,283,24,4/1/2004,B Books,Things Pondered: From the Heart of a Lesser Woman,Beth Moore,4.09,en-US,160.0,283.0,24.0,4/1/2004,B Books,[]
scholastic success with 4th grade workbook,terry cooper,4.12,9780439569729,en-US,416,8,0,6/1/2003,Teaching Resources,Scholastic Success with 4th Grade Workbook,Terry Cooper,4.12,en-US,416.0,8.0,0.0,6/1/2003,Teaching Resources,['mathematics']
the punisher  vol. 6: confederacy of dunces,garth ennis,4.0,9780785113447,eng,144,289,11,4/1/2004,Marvel Comics Group,The Punisher  Vol. 6: Confederacy of Dunces,Garth Ennis,4.0,eng,144.0,289.0,11.0,4/1/2004,Marvel Comics Group,[]
thunderbird falls  (walker papers  #2),c.e. murphy,3.85,9780373802357,eng,408,5729,256,4/25/2006,Luna Books,Thunderbird Falls  (Walker Papers  #2),C.E. Murphy,3.85,eng,408.0,5729.0,256.0,4/25/2006,Luna Books,"['fiction', 'supernatural']"
coyote dreams (walker papers  #3),c.e. murphy,4.0,9780373802722,eng,408,5810,200,4/24/2007,Luna Books,Coyote Dreams (Walker Papers  #3),C.E. Murphy,4.0,eng,408.0,5810.0,200.0,4/24/2007,Luna Books,"['fantasy', 'fiction']"
savage anamoly: the power of spinoza’s metaphysics and politics,antonio negri/michael hardt,3.96,9780816636709,eng,304,49,3,12/1/1999,Univ Of Minnesota Press,Savage Anamoly: The Power of Spinoza’s Metaphysics and Politics,Antonio Negri/Michael Hardt,3.96,eng,304.0,49.0,3.0,12/1/1999,Univ Of Minnesota Press,['history']
time for revolution,antonio negri/matteo mandarini,3.7,9780826479310,eng,271,45,2,5/1/2005,Bloomsbury Academic,Time for Revolution,Antonio Negri/Matteo Mandarini,3.7,eng,271.0,45.0,2.0,5/1/2005,Bloomsbury Academic,['philosophy']
the philosophy of antonio negri  volume one: resistance in practice,timothy s. murphy/abdul-karim mustapha,4.12,9780745323374,eng,265,8,1,7/20/2005,Pluto Press,The Philosophy of Antonio Negri  Volume One: Resistance in Practice,Timothy S. Murphy/Abdul-Karim Mustapha,4.12,eng,265.0,8.0,1.0,7/20/2005,Pluto Press,[]
act of treason (mitch rapp  #9),vince flynn,4.29,9780743270373,en-US,432,38757,826,10/10/2006,Atria Books,Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,en-US,432.0,38757.0,826.0,10/10/2006,Atria Books,"['fiction', 'terrorism']"
president dad  volume 2,ju-yeon rhim,3.49,9781595322357,en-US,168,73,1,3/8/2005,TokyoPop,President Dad  Volume 2,Ju-Yeon Rhim,3.49,en-US,168.0,73.0,1.0,3/8/2005,TokyoPop,[]
game of shadows: barry bonds  balco  and the steroids scandal that rocked professional sports,mark fainaru-wada/lance williams,3.81,9781592402687,en-US,348,165,24,3/1/2007,Avery,Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports,Mark Fainaru-Wada/Lance Williams,3.81,en-US,348.0,165.0,24.0,3/1/2007,Avery,[]
dark water,kōji suzuki/glynne walley,3.61,9781932234220,eng,279,2433,146,6/6/2006,Vertical,Dark Water,Kōji Suzuki/Glynne Walley,3.61,eng,279.0,2433.0,146.0,6/6/2006,Vertical,"['fiction', 'horror', 'short stories']"
dark water's embrace (mictlan  #1),stephen leigh,3.77,9780380794782,eng,331,78,10,3/1/1998,Harper Voyager,Dark Water's Embrace (Mictlan  #1),Stephen Leigh,3.77,eng,331.0,78.0,10.0,3/1/1998,Harper Voyager,['fiction']
in dark waters,mary burton,3.81,9780373274482,eng,249,95,10,6/28/2005,Silhouette Books,In Dark Waters,Mary Burton,3.81,eng,249.0,95.0,10.0,6/28/2005,Silhouette Books,['fiction']
oswald chambers  abandoned to god: the life story of the author of my utmost for his highest,david mccasland/oswald chambers,4.45,9781572930506,eng,352,1372,87,9/1/1998,Our Daily Bread Publishing,Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest,David McCasland/Oswald Chambers,4.45,eng,352.0,1372.0,87.0,9/1/1998,Our Daily Bread Publishing,['biography']
mandie and the abandoned mine (mandie  #8),lois gladys leppard,3.96,9780871239327,eng,160,1369,17,5/1/1987,Bethany House Publishers,Mandie and the Abandoned Mine (Mandie  #8),Lois Gladys Leppard,3.96,eng,160.0,1369.0,17.0,5/1/1987,Bethany House Publishers,['fiction']
abandoned prayers: the incredible true story of murder  obsession and amish secrets,gregg olsen,3.79,9780312982010,eng,399,1458,98,6/16/2003,St. Martin's True Crime,Abandoned Prayers: The Incredible True Story of Murder  Obsession and Amish Secrets,Gregg Olsen,3.79,eng,399.0,1458.0,98.0,6/16/2003,St. Martin's True Crime,[]
c++ programmer's notebook,jim keogh/john shapley gray,3.0,9780130887016,eng,528,3,0,8/16/2001,Prentice Hall PTR,C++ Programmer's Notebook,Jim Keogh/John Shapley Gray,3.0,eng,528.0,3.0,0.0,8/16/2001,Prentice Hall PTR,[]
the sibley field guide to birds of western north america,david allen sibley,4.69,9780679451211,en-US,473,730,36,4/29/2003,Alfred A. Knopf,The Sibley Field Guide to Birds of Western North America,David Allen Sibley,4.69,en-US,473.0,730.0,36.0,4/29/2003,Alfred A. Knopf,['birds']
the national geographic society: 100 years of adventure & discovery,c.d.b. bryan,4.11,9780810982192,en-US,528,10,2,9/1/2001,Abradale Books/Harry N. Abrams,The National Geographic Society: 100 Years of Adventure & Discovery,C.D.B. Bryan,4.11,en-US,528.0,10.0,2.0,9/1/2001,Abradale Books/Harry N. Abrams,['history']
park profiles: grand canyon country (park profiles),national geographic society,4.1,9780792270324,eng,200,10,1,1/19/2010,National Geographic,Park Profiles: Grand Canyon Country (Park Profiles),National Geographic Society,4.1,eng,200.0,10.0,1.0,1/19/2010,National Geographic,[]
canada's incredible coasts,donald j. crump/william r. gray,3.71,9780870448294,eng,199,7,0,11/1/1993,National Geographic Society,Canada's Incredible Coasts,Donald J. Crump/William R. Gray,3.71,eng,199.0,7.0,0.0,11/1/1993,National Geographic Society,['canada']
shout out loud! 2,satosumi takaguchi,3.95,9781598163179,eng,194,91,2,8/1/2006,Blu,Shout Out Loud! 2,Satosumi Takaguchi,3.95,eng,194.0,91.0,2.0,8/1/2006,Blu,[]
shout out loud! 5,satosumi takaguchi,3.93,9781598163209,en-GB,192,83,6,10/1/2007,Blu,Shout Out Loud! 5,Satosumi Takaguchi,3.93,en-GB,192.0,83.0,6.0,10/1/2007,Blu,[]
can't win with you 1,satosumi takaguchi/yukine honami,3.57,9781569708125,eng,176,77,3,8/15/2007,Digital Manga Publishing,Can't Win With You 1,Satosumi Takaguchi/Yukine Honami,3.57,eng,176.0,77.0,3.0,8/15/2007,Digital Manga Publishing,[]
叫んでやるぜ! (1) (あすかコミックスcl-dx),satosumi takaguchi/satosumi takaguchi,3.68,9784048526456,jpn,165,2,0,2/1/1996,角川書店 (Kadokawa Shoten),叫んでやるぜ! (1) (あすかコミックスCL-DX),Satosumi Takaguchi/Satosumi Takaguchi,3.68,jpn,165.0,2.0,0.0,2/1/1996,角川書店 (Kadokawa Shoten),[]
叫んでやるぜ! (2) (asuka comics cl-dx),satosumi takaguchi/satosumi takaguchi,3.95,9784048527859,jpn,178,2,0,3/1/1997,角川書店 (Kadokawa Shoten),叫んでやるぜ! (2) (ASUKA COMICS CL-DX),Satosumi Takaguchi/Satosumi Takaguchi,3.95,jpn,178.0,2.0,0.0,3/1/1997,角川書店 (Kadokawa Shoten),[]
soups,norman kolpas/allan rosenberg/chuck williams/laurie wertz,3.88,9780783502502,eng,108,17,2,5/24/1999,Time-Life Books,Soups,Norman Kolpas/Allan Rosenberg/Chuck Williams/Laurie Wertz,3.88,eng,108.0,17.0,2.0,5/24/1999,Time-Life Books,[]
pies and tarts,chuck williams/laurie wertz/john phillip carroll,3.82,9780783502007,eng,108,18,2,5/24/1999,Time Life Medical,Pies and Tarts,Chuck Williams/Laurie Wertz/John Phillip Carroll,3.82,eng,108.0,18.0,2.0,5/24/1999,Time Life Medical,[]
the fate of reason: german philosophy from kant to fichte,frederick c. beiser,4.52,9780674295032,eng,410,118,8,10/15/1993,Harvard University Press,The Fate of Reason: German Philosophy from Kant to Fichte,Frederick C. Beiser,4.52,eng,410.0,118.0,8.0,10/15/1993,Harvard University Press,['history']
michael's golden rules,deloris jordan/roslyn m. jordan/michael jordan/kadir nelson,3.93,9780689870163,eng,32,83,22,1/23/2007,Simon  Schuster/Paula Wiseman Books,Michael's Golden Rules,Deloris Jordan/Roslyn M. Jordan/Michael Jordan/Kadir Nelson,3.93,eng,32.0,83.0,22.0,1/23/2007,Simon  Schuster/Paula Wiseman Books,"['fiction', 'baseball']"
confessions of an actor,laurence olivier,3.69,9780671417017,eng,348,279,19,12/31/1982,Simon & Schuster,Confessions of an Actor,Laurence Olivier,3.69,eng,348.0,279.0,19.0,12/31/1982,Simon & Schuster,['biography']
for lust of knowing: the orientalists and their enemies,robert irwin,3.72,9780140289237,eng,304,10,0,1/25/2007,Penguin,For Lust of Knowing: The Orientalists and Their Enemies,Robert Irwin,3.72,eng,304.0,10.0,0.0,1/25/2007,Penguin,[]
the arabian nightmare,robert irwin,3.84,9781585672172,eng,282,411,32,4/30/2002,Harry N. Abrams,The Arabian Nightmare,Robert Irwin,3.84,eng,282.0,411.0,32.0,4/30/2002,Harry N. Abrams,['fiction']
continental drift,russell banks,3.87,9780060854942,eng,408,2824,299,3/13/2007,Harper Perennial Modern Classics,Continental Drift,Russell Banks,3.87,eng,408.0,2824.0,299.0,3/13/2007,Harper Perennial Modern Classics,['fiction']
the darling,russell banks,3.78,9780060957353,en-US,400,1986,246,10/11/2005,Harper Perennial,The Darling,Russell Banks,3.78,en-US,400.0,1986.0,246.0,10/11/2005,Harper Perennial,"['fiction', 'animals']"
affliction,russell banks/pierre furlan,3.99,9782742722808,fre,486,63,1,12/29/1999,Babel,Affliction,Russell Banks/Pierre Furlan,3.99,fre,486.0,63.0,1.0,12/29/1999,Babel,[]
success stories,russell banks,3.72,9780060927196,en-US,192,155,11,4/26/1996,Harper Perennial,Success Stories,Russell Banks,3.72,en-US,192.0,155.0,11.0,4/26/1996,Harper Perennial,"['short stories', 'fiction']"
cloudsplitter,russell banks,3.91,9780060930868,eng,758,3618,425,1/27/1999,Harper Perennial,Cloudsplitter,Russell Banks,3.91,eng,758.0,3618.0,425.0,1/27/1999,Harper Perennial,"['fiction', 'historical fiction', 'fiction', 'history']"
a multitude of sins,richard ford,3.75,9780375726569,eng,304,1183,74,2/4/2003,Vintage,A Multitude of Sins,Richard Ford,3.75,eng,304.0,1183.0,74.0,2/4/2003,Vintage,['fiction']
the custom of the country,edith wharton/linda wagner-martin,4.03,9780143039709,eng,370,7717,742,9/28/2006,Penguin Classics,The Custom of the Country,Edith Wharton/Linda Wagner-Martin,4.03,eng,370.0,7717.0,742.0,9/28/2006,Penguin Classics,"['fiction', 'classic literature', 'literature', 'romance']"
quicksand,nella larsen,3.68,9780486451404,eng,125,181,29,9/15/2006,Dover Publications,Quicksand,Nella Larsen,3.68,eng,125.0,181.0,29.0,9/15/2006,Dover Publications,['fiction']
their eyes were watching god,zora neale hurston/ruby dee,3.91,9780060776534,en-US,7,421,99,11/23/2004,Caedmon,Their Eyes Were Watching God,Zora Neale Hurston/Ruby Dee,3.91,en-US,7.0,421.0,99.0,11/23/2004,Caedmon,"['fiction', 'psychology', 'historical fiction', 'marriage', 'classics', 'american', 'literary criticism', 'african american']"
novels and stories,zora neale hurston/cheryl a. wall,4.37,9780940450837,eng,1054,564,30,2/1/1995,Library of America,Novels and Stories,Zora Neale Hurston/Cheryl A. Wall,4.37,eng,1054.0,564.0,30.0,2/1/1995,Library of America,['fiction']
plato on knowledge and reality,nicholas p. white,3.67,9780915144228,eng,272,6,0,6/15/1976,Hackett Publishing Company  Inc.,Plato on Knowledge and Reality,Nicholas P. White,3.67,eng,272.0,6.0,0.0,6/15/1976,Hackett Publishing Company  Inc.,[]
a companion to plato's republic,nicholas p. white,3.67,9780915144921,eng,288,25,0,5/1/1979,Hackett Publishing Company  Inc.,A Companion to Plato's Republic,Nicholas P. White,3.67,eng,288.0,25.0,0.0,5/1/1979,Hackett Publishing Company  Inc.,[]
something rotten (thursday next  #4),jasper fforde,4.16,9780143035411,eng,385,27382,1138,7/26/2005,Penguin Books,Something Rotten (Thursday Next  #4),Jasper Fforde,4.16,eng,385.0,27382.0,1138.0,7/26/2005,Penguin Books,"['fiction', 'fantasy']"
lost in a good book (thursday next  #2),jasper fforde,4.14,9780142004036,eng,399,42454,2156,2/4/2004,Penguin Books,Lost in a Good Book (Thursday Next  #2),Jasper Fforde,4.14,eng,399.0,42454.0,2156.0,2/4/2004,Penguin Books,"['fiction', 'time travel', 'roman']"
the well of lost plots (thursday next #3),jasper fforde,4.1,9780143034353,eng,375,31540,1434,8/3/2004,Penguin Books,The Well of Lost Plots (Thursday Next #3),Jasper Fforde,4.1,eng,375.0,31540.0,1434.0,8/3/2004,Penguin Books,"['fiction', 'time travel']"
first among sequels (thursday next  #5),jasper fforde,4.02,9780670038718,eng,363,20630,1310,7/24/2007,Viking Adult,First Among Sequels (Thursday Next  #5),Jasper Fforde,4.02,eng,363.0,20630.0,1310.0,7/24/2007,Viking Adult,"['fiction', 'time travel', 'mystery']"
the eyre affair (thursday next  #1),jasper fforde,3.91,9780142001806,eng,374,97343,8068,2/25/2003,Penguin Books,The Eyre Affair (Thursday Next  #1),Jasper Fforde,3.91,eng,374.0,97343.0,8068.0,2/25/2003,Penguin Books,['fiction']
chop shop (bug man  #2),tim downs,4.22,9781582294018,eng,352,923,75,7/1/2004,Howard Books,Chop Shop (Bug Man  #2),Tim Downs,4.22,eng,352.0,923.0,75.0,7/1/2004,Howard Books,['fiction']
shoofly pie (bug man  #1),tim downs,4.18,9781582293080,eng,371,1425,130,7/1/2003,Howard Books,Shoofly Pie (Bug Man  #1),Tim Downs,4.18,eng,371.0,1425.0,130.0,7/1/2003,Howard Books,['fiction']
rg veda  vol. 01,clamp,3.72,9781595324849,eng,197,820,31,4/12/2005,Tokyopop,RG Veda  Vol. 01,CLAMP,3.72,eng,197.0,820.0,31.0,4/12/2005,Tokyopop,[]
augustine,henry chadwick,3.71,9780192875341,eng,128,14,3,6/19/1986,Oxford University Press  USA,Augustine,Henry Chadwick,3.71,eng,128.0,14.0,3.0,6/19/1986,Oxford University Press  USA,['theology']
the church in ancient society: from galilee to gregory the great (history of the christian church),henry chadwick,4.19,9780199265770,en-GB,744,15,1,7/3/2003,OUP Oxford,The Church in Ancient Society: From Galilee to Gregory the Great (History of the Christian Church),Henry Chadwick,4.19,en-GB,744.0,15.0,1.0,7/3/2003,OUP Oxford,[]
east and west: the making of a rift in the church from apostolic times until the council of florence (history of the christian church),henry chadwick,3.88,9780199280162,en-US,316,4,1,5/12/2005,OUP Oxford,East and West: The Making of a Rift in the Church from Apostolic Times until the Council of Florence (History of the Christian Church),Henry Chadwick,3.88,en-US,316.0,4.0,1.0,5/12/2005,OUP Oxford,[]
satan in goray,isaac bashevis singer/jacob sloan/ruth r. wisse,3.85,9780374524791,eng,288,853,54,7/31/1996,Farrar  Straus and Giroux,Satan in Goray,Isaac Bashevis Singer/Jacob Sloan/Ruth R. Wisse,3.85,eng,288.0,853.0,54.0,7/31/1996,Farrar  Straus and Giroux,"['mental illness', 'fiction']"
lights out,peter abrahams,3.65,9780345445780,eng,352,208,16,6/25/2002,Fawcett Books,Lights Out,Peter Abrahams,3.65,eng,352.0,208.0,16.0,6/25/2002,Fawcett Books,['fiction']
behind the curtain (echo falls  #2),peter abrahams,3.9,9780060737047,en-US,352,30,4,4/25/2006,HarperCollins,Behind the Curtain (Echo Falls  #2),Peter Abrahams,3.9,en-US,352.0,30.0,4.0,4/25/2006,HarperCollins,"['fiction', 'literature', 'mystery']"
red message,peter abrahams,3.12,9780380898039,eng,320,8,2,4/1/1986,Avon Books,Red Message,Peter Abrahams,3.12,eng,320.0,8.0,2.0,4/1/1986,Avon Books,[]
her smoke rose up forever,james tiptree jr.,4.21,9781892391209,eng,508,3190,325,11/1/2004,Tachyon Publications,Her Smoke Rose Up Forever,James Tiptree Jr.,4.21,eng,508.0,3190.0,325.0,11/1/2004,Tachyon Publications,[]
the starry rift,james tiptree jr.,3.81,9780312890216,eng,250,232,25,9/1/1994,Orb Books,The Starry Rift,James Tiptree Jr.,3.81,eng,250.0,232.0,25.0,9/1/1994,Orb Books,['short stories']
teaching to transgress: education as the practice of freedom,bell hooks,4.37,9780415908085,eng,216,5162,325,9/14/1994,Routledge,Teaching to Transgress: Education as the Practice of Freedom,bell hooks,4.37,eng,216.0,5162.0,325.0,9/14/1994,Routledge,"['teaching', 'feminism', 'education', 'essays', 'reference']"
desde mi cielo,alice sebold/aurora echevarría,3.81,9780307209436,spa,336,28,3,10/12/2004,Debolsillo,Desde mi cielo,Alice Sebold/Aurora Echevarría,3.81,spa,336.0,28.0,3.0,10/12/2004,Debolsillo,"['fiction', 'ghost stories']"
the roman empire,colin      wells,3.58,9780674777705,en-US,384,110,7,8/11/1995,Harvard University Press,The Roman Empire,Colin      Wells,3.58,en-US,384.0,110.0,7.0,8/11/1995,Harvard University Press,['history']
bitter is the new black: confessions of a condescending  egomaniacal  self-centered smartass  or  why you should never carry a prada bag to the unemployment office,jen lancaster,3.9,9780451217608,eng,400,44607,4114,3/7/2006,NAL,Bitter Is the New Black: Confessions of a Condescending  Egomaniacal  Self-Centered Smartass  Or  Why You Should Never Carry A Prada Bag to the Unemployment Office,Jen Lancaster,3.9,eng,400.0,44607.0,4114.0,3/7/2006,NAL,"['fiction', 'biography']"
economics,paul krugman/robin wells,3.99,9780716799566,eng,1088,120,5,4/6/2007,Worth Publishers,Economics,Paul Krugman/Robin Wells,3.99,eng,1088.0,120.0,5.0,4/6/2007,Worth Publishers,['economics']
development  geography  and economic theory,paul krugman,4.0,9780262611350,eng,127,81,3,8/21/1997,MIT Press,Development  Geography  and Economic Theory,Paul Krugman,4.0,eng,127.0,81.0,3.0,8/21/1997,MIT Press,"['history', 'political science']"
pop internationalism,paul krugman,3.68,9780262611336,eng,221,310,16,2/24/1997,MIT Press,Pop Internationalism,Paul Krugman,3.68,eng,221.0,310.0,16.0,2/24/1997,MIT Press,"['international', 'economics']"
an unquiet grave (louis kincaid  #7),p.j. parrish,4.13,9780786016075,eng,384,614,68,2/1/2006,Pinnacle,An Unquiet Grave (Louis Kincaid  #7),P.J. Parrish,4.13,eng,384.0,614.0,68.0,2/1/2006,Pinnacle,['fiction']
island of bones (louis kincaid  #5),p.j. parrish,4.02,9780786016051,eng,384,586,62,1/1/2004,Pinnacle,Island Of Bones (Louis Kincaid  #5),P.J. Parrish,4.02,eng,384.0,586.0,62.0,1/1/2004,Pinnacle,['fiction']
dead of winter (louis kincaid  #2),p.j. parrish,3.95,9780786011896,eng,416,773,86,1/1/2001,Pinnacle,Dead Of Winter (Louis Kincaid  #2),P.J. Parrish,3.95,eng,416.0,773.0,86.0,1/1/2001,Pinnacle,"['police', 'fiction']"
thicker than water (louis kincaid  #4),p.j. parrish,4.09,9780786014200,eng,380,414,37,1/1/2003,Pinnacle,Thicker Than Water (Louis Kincaid  #4),P.J. Parrish,4.09,eng,380.0,414.0,37.0,1/1/2003,Pinnacle,['fiction']
teleportation: from star trek to tesla,commander x/tim r. swartz,2.83,9781892062437,eng,139,2,1,8/20/2012,Inner Light - Global Communications,Teleportation: From Star Trek to Tesla,Commander X/Tim R. Swartz,2.83,eng,139.0,2.0,1.0,8/20/2012,Inner Light - Global Communications,[]
pictures showing what happens on each page of thomas pynchon's novel gravity's rainbow,zak smith/steve erickson,4.1,9780977312795,en-GB,784,490,41,11/30/2006,Tin House Books,Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow,Zak Smith/Steve Erickson,4.1,en-GB,784.0,490.0,41.0,11/30/2006,Tin House Books,[]
sailing the wine-dark sea: why the greeks matter,thomas cahill,3.77,9780385495547,eng,352,2470,233,7/27/2004,Anchor,Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill,3.77,eng,352.0,2470.0,233.0,7/27/2004,Anchor,"['philosophy', 'nonfiction', 'history']"
the gospel according to luke,anonymous/thomas cahill,4.64,9780802136183,eng,81,169,17,10/29/1999,Grove Press,The Gospel According to Luke,Anonymous/Thomas Cahill,4.64,eng,81.0,169.0,17.0,10/29/1999,Grove Press,[]
the third policeman,flann o'brien/denis donoghue,4.01,9781564782144,eng,200,12452,1179,3/1/1999,Dalkey Archive Press,The Third Policeman,Flann O'Brien/Denis Donoghue,4.01,eng,200.0,12452.0,1179.0,3/1/1999,Dalkey Archive Press,['fiction']
the landmark thucydides: a comprehensive guide to the peloponnesian war,thucydides/robert b. strassler/richard crawley/victor davis hanson,3.9,9780684827902,eng,713,1751,170,9/10/1998,Free Press,The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,Thucydides/Robert B. Strassler/Richard Crawley/Victor Davis Hanson,3.9,eng,713.0,1751.0,170.0,9/10/1998,Free Press,['history']
six haunted hairdos (the hamlet chronicles  #2),gregory maguire/elaine clayton,3.53,9780064407205,eng,176,92,7,8/18/1999,HarperCollins,Six Haunted Hairdos (The Hamlet Chronicles  #2),Gregory Maguire/Elaine Clayton,3.53,eng,176.0,92.0,7.0,8/18/1999,HarperCollins,"['love', 'fiction', 'ghosts', 'folklore', 'ghost stories']"
dancing in the flames: the dark goddess in the transformation of consciousness,marion woodman/elinor dickson,4.24,9781570623134,eng,256,375,24,5/6/1997,Shambhala,Dancing in the Flames: The Dark Goddess in the Transformation of Consciousness,Marion Woodman/Elinor Dickson,4.24,eng,256.0,375.0,24.0,5/6/1997,Shambhala,[]
the complete book of home  site and office security: selecting  installing and troubleshooting systems and devices,bill   phillips,3.5,9780071467445,eng,309,2,0,8/1/2006,McGraw-Hill Education,The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices,Bill   Phillips,3.5,eng,309.0,2.0,0.0,8/1/2006,McGraw-Hill Education,[]
pope joan,donna woolfolk cross,4.08,9780345416261,eng,422,56471,3809,6/9/2009,Ballantine Books (NY),Pope Joan,Donna Woolfolk Cross,4.08,eng,422.0,56471.0,3809.0,6/9/2009,Ballantine Books (NY),['fiction']
pope joan: translated & adapted from the greek,emmanuel rhoides/lawrence durrell,3.92,9780720610659,eng,200,266,19,3/1/2000,Peter Owen Publishers,Pope Joan: Translated & Adapted from the Greek,Emmanuel Rhoides/Lawrence Durrell,3.92,eng,200.0,266.0,19.0,3/1/2000,Peter Owen Publishers,['fiction']
glass houses (the morganville vampires  #1),rachel caine,3.92,9780451219947,eng,239,83997,3992,10/3/2006,NAL Jam,Glass Houses (The Morganville Vampires  #1),Rachel Caine,3.92,eng,239.0,83997.0,3992.0,10/3/2006,NAL Jam,"['fiction', 'vampires']"
the glass house (captain lacey  #3),ashley gardner,4.04,9780425199435,eng,256,1123,62,12/7/2004,Berkley,The Glass House (Captain Lacey  #3),Ashley Gardner,4.04,eng,256.0,1123.0,62.0,12/7/2004,Berkley,"['fiction', 'history']"
glass house,philip johnson/toshio nakamura,4.0,9781580931861,eng,256,14,2,5/10/2007,The Monacelli Press,Glass House,Philip Johnson/Toshio Nakamura,4.0,eng,256.0,14.0,2.0,5/10/2007,The Monacelli Press,[]
the echo of greece,edith hamilton,4.09,9780393002317,eng,224,29,3,2/17/1964,W.W. Norton,The Echo of Greece,Edith Hamilton,4.09,eng,224.0,29.0,3.0,2/17/1964,W.W. Norton,[]
three greek plays: prometheus bound/agamemnon/the trojan women,euripides/aeschylus/edith hamilton,4.06,9780393002034,en-US,240,77,13,11/28/1958,W.W. Norton & Company,Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides/Aeschylus/Edith Hamilton,4.06,en-US,240.0,77.0,13.0,11/28/1958,W.W. Norton & Company,"['drama', 'ancient']"
the analects,confucius/d.c. lau,3.83,9780140443486,eng,249,12131,319,9/27/1979,Penguin Books Ltd,The Analects,Confucius/D.C. Lau,3.83,eng,249.0,12131.0,319.0,9/27/1979,Penguin Books Ltd,['philosophy']
the twentieth wife (taj mahal trilogy  #1),indu sundaresan,4.04,9780743428187,en-US,380,11380,1253,2/18/2003,Washington Square Press,The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,4.04,en-US,380.0,11380.0,1253.0,2/18/2003,Washington Square Press,"['fiction', 'history']"
